matricula_id,cidade,indice_desenvolvimento_da_cidade,genero,experiencia_relevante,universidade_matriculada,nivel_educacional,disciplina_principal,experiencia,tamanho_da_empresa,tipo_da_empresa,ultimo_novo_emprego,horas_treinamento
1850,city_103,92,,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",1,100-500,Setor PÃºblico,1 ano,20
22639,city_176,764,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",4,10/49,Empresa Privada Ltda,1 ano,77
5967,city_21,624,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",9,10/49,Empresa Privada Ltda,Mais de 4 anos,101
20977,city_16,91,Masculino,Possui experiência relevante,Não matriculado,Ensino Médio,,>20,100-500,Empresa Privada Ltda,1 ano,178
5391,city_155,556,Masculino,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",2,,,,29
4398,city_155,556,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",7,50-99,,3 anos,200
18383,city_21,624,Masculino,Não possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",4,100-500,Empresa Privada Ltda,1 ano,15
17336,city_21,624,Masculino,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,2,,,Nunca,72
7470,city_167,"9,21E+15",Masculino,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",7,100-500,Empresa Privada Ltda,1 ano,8
24781,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",>20,50-99,Empresa Privada Ltda,2 anos,76
24202,city_90,698,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",7,,,1 ano,9
20650,city_73,754,,Possui experiência relevante,,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",6,10/49,Empresa Privada Ltda,3 anos,68
5377,city_114,"9,26E+15",Masculino,Não possui experiência relevante,Não matriculado,Ensino Médio,,5,,Empresa Privada Ltda,Nunca,70
31693,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,1000-4999,Empresa Privada Ltda,Mais de 4 anos,51
28619,city_103,92,Masculino,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,Sem disciplina principal,3,,,Nunca,4
15432,city_114,"9,26E+15",,Não possui experiência relevante,Não matriculado,Ensino Médio,,11,100-500,Empresa Privada Ltda,Mais de 4 anos,16
22999,city_21,624,Feminino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",<1,100-500,Empresa Privada Ltda,1 ano,9
8377,city_16,91,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",13,100-500,Empresa Privada Ltda,2 anos,24
9302,city_149,"6,89E+15",,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",9,,,2 anos,152
16158,city_160,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",7,50-99,Startup Financiada,3 anos,72
29575,city_11,55,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",7,,,3 anos,88
16573,city_28,"9,39E+15",Masculino,Possui experiência relevante,,Graduação,Sem disciplina principal,8,10/49,Empresa Privada Ltda,2 anos,138
30736,city_160,92,Masculino,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,2,,,1 ano,48
20612,city_21,624,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",1,100-500,Empresa Privada Ltda,Nunca,128
11976,city_136,897,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",14,,,1 ano,59
28302,city_16,91,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",5,<10,Empresa Privada Ltda,1 ano,138
9462,city_21,624,,Não possui experiência relevante,,,,1,,,Nunca,204
14512,city_11,55,Masculino,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",4,50-99,,1 ano,125
8401,city_136,897,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",6,50-99,Setor Público,2 anos,7
19780,city_105,794,Feminino,Possui experiência relevante,Não matriculado,Mestrado,,,500-999,,1 ano,53
2594,city_21,624,,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,2,,Empresa Privada Ltda,Nunca,12
1466,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",>20,10000+,Empresa Privada Ltda,Mais de 4 anos,52
17205,city_114,"9,26E+15",Feminino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",>20,,,Nunca,24
12990,city_160,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",16,100-500,Empresa Privada Ltda,Mais de 4 anos,67
4234,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",19,10000+,Empresa Privada Ltda,1 ano,118
18171,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",12,,,2 anos,29
15457,city_114,"9,26E+15",Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",17,50-99,Empresa Privada Ltda,Mais de 4 anos,18
23319,city_21,624,Masculino,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",4,,,Nunca,9
10598,city_136,897,Masculino,Possui experiência relevante,Não matriculado,Doutorado,"Ciência, Tecnologia, Engenharia e Matemática",14,<10,Startup em Estágio inicial,1 ano,7
7788,city_21,624,Masculino,Possui experiência relevante,Não matriculado,Ensino Médio,,10,,,Nunca,73
32021,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Mestrado,Humanas,>20,100-500,Empresa Privada Ltda,2 anos,65
23969,city_30,698,Masculino,Possui experiência relevante,Não matriculado,,,>20,<10,Empresa Privada Ltda,,67
13037,city_97,925,,Possui experiência relevante,Não matriculado,Ensino Médio,,8,,,1 ano,33
30196,city_114,"9,26E+15",Masculino,Possui experiência relevante,Não matriculado,Graduação,Humanas,2,<10,Startup em Estágio inicial,1 ano,56
19504,city_21,624,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",4,10/49,Empresa Privada Ltda,1 ano,18
16336,city_21,624,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",7,10000+,Empresa Privada Ltda,Mais de 4 anos,272
6048,city_103,92,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",15,1000-4999,Empresa Privada Ltda,2 anos,29
6827,city_21,624,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",2,100-500,Empresa Privada Ltda,Nunca,100
9268,city_160,92,Masculino,Possui experiência relevante,Não matriculado,,,>20,<10,Empresa Privada Ltda,2 anos,26
11169,city_21,624,Feminino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",6,10000+,Empresa Privada Ltda,1 ano,13
31131,city_103,92,Feminino,Não possui experiência relevante,,GraduaÃ§Ã£o,Outros,3,5000-9999,Outro,1 ano,56
12361,city_21,624,,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",<1,<10,Startup em EstÃ¡gio Inicial,,23
15165,city_160,92,,Não possui experiência relevante,,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",>20,,,,16
27773,city_114,"9,26E+15",Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",>20,50-99,Empresa Privada Ltda,Mais de 4 anos,200
15266,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",7,5000-9999,Empresa Privada Ltda,1 ano,28
26289,city_89,925,Feminino,Possui experiência relevante,Não matriculado,Graduação,Humanas,3,<10,Empresa Privada Ltda,2 anos,12
32553,city_57,866,,Não possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",12,,Empresa Privada Ltda,Nunca,26
33062,city_98,"9,49E+15",Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",9,<10,Startup em Estágio inicial,1 ano,174
8818,city_103,92,,Possui experiência relevante,Não matriculado,Ensino Fundamental,,7,100-500,Empresa Privada Ltda,1 ano,39
15380,city_21,624,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",5,500-999,Empresa Privada Ltda,4 anos,71
30120,city_11,55,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",4,100-500,Empresa Privada Ltda,Nunca,114
24317,city_21,624,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",9,,,2 anos,12
412,city_103,92,Masculino,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",17,<10,Empresa Privada Ltda,2 anos,56
30607,city_149,"6,89E+15",Masculino,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",4,1000-4999,Empresa Privada Ltda,2 anos,46
8513,city_16,91,Masculino,Possui experiência relevante,Curso em tempo integral,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",7,,,1 ano,24
8596,city_41,"8,27E+15",,Possui experiência relevante,Curso em tempo integral,Ensino Médio,,4,100-500,Empresa Privada Ltda,2 anos,152
14539,city_69,856,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",7,<10,Startup Financiada,1 ano,20
20456,city_21,624,,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",6,10000+,Empresa Privada Ltda,Nunca,202
15221,city_114,"9,26E+15",Masculino,Possui experiência relevante,Não matriculado,,,2,,,Nunca,10
28968,city_150,698,Masculino,Possui experiência relevante,,Ensino Médio,,2,50-99,ONG,2 anos,78
21648,city_61,"9,13E+15",Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",20,1000-4999,Empresa Privada Ltda,Nunca,60
3210,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",17,10/49,Empresa Privada Ltda,3 anos,20
22118,city_103,92,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",6,,,2 anos,82
5605,city_76,698,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",9,10000+,Setor Público,3 anos,194
30930,city_67,855,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,<10,Empresa Privada Ltda,Nunca,248
28718,city_104,924,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,,,1 ano,68
8141,city_103,92,,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",>20,,,Mais de 4 anos,36
3486,city_165,903,Masculino,Possui experiência relevante,Não matriculado,Doutorado,"Ciência, Tecnologia, Engenharia e Matemática",14,100-500,Empresa Privada Ltda,Mais de 4 anos,61
8805,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",>20,50-99,Startup Financiada,2 anos,66
6602,city_162,767,,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",6,10/49,Empresa Privada Ltda,1 ano,119
14916,city_64,"6,66E+15",Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",15,10/49,Startup Financiada,1 ano,78
21636,city_36,893,,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",>20,10000+,Empresa Privada Ltda,Mais de 4 anos,47
9047,city_103,92,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,,,Mais de 4 anos,174
6694,city_16,91,Feminino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",19,10/49,Empresa Privada Ltda,Mais de 4 anos,85
17793,city_74,579,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",6,50-99,Empresa Privada Ltda,Mais de 4 anos,86
32857,city_16,91,Masculino,Possui experiência relevante,Não matriculado,Ensino Médio,,7,10000+,Empresa Privada Ltda,1 ano,20
26325,city_21,624,Masculino,Não possui experiência relevante,,,,3,,,Nunca,38
20907,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",5,,,2 anos,212
12617,city_90,698,,Possui experiência relevante,Não matriculado,Ensino Médio,,11,<10,Empresa Privada Ltda,2 anos,77
24295,city_105,794,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",10,100-500,Empresa Privada Ltda,2 anos,85
32409,city_21,624,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",8,500-999,ONG,1 ano,57
16713,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,Artes,13,50-99,Empresa Privada Ltda,Mais de 4 anos,51
4863,city_107,518,Masculino,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,2,,Empresa Privada Ltda,Nunca,28
13274,city_101,"5,58E+15",Masculino,Possui experiência relevante,Não matriculado,Ensino Médio,,3,,,Nunca,14
12462,city_21,624,Masculino,Possui experiência relevante,,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",<1,50-99,Empresa Privada Ltda,1 ano,5
8524,city_83,"9,23E+15",,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",20,100-500,Startup Financiada,1 ano,51
21728,city_57,866,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",10,100-500,,1 ano,32
20577,city_21,624,Feminino,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,2,10000+,Empresa Privada Ltda,Nunca,40
3407,city_128,527,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",6,10/49,Empresa Privada Ltda,1 ano,4
27184,city_28,"9,39E+15",Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",>20,,,3 anos,54
28845,city_39,898,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",14,500-999,Setor Público,1 ano,50
2851,city_102,804,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",6,10/49,Empresa Privada Ltda,4 anos,18
485,city_16,91,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",12,,,1 ano,200
7207,city_114,"9,26E+15",Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",13,100-500,Empresa Privada Ltda,1 ano,107
9005,city_21,624,Masculino,Não possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",6,100-500,Empresa Privada Ltda,Mais de 4 anos,200
4532,city_67,855,Masculino,Possui experiência relevante,Não matriculado,Ensino Médio,,3,100-500,Startup Financiada,1 ano,5
23235,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Doutorado,"Ciência, Tecnologia, Engenharia e Matemática",>20,<10,Setor Público,Mais de 4 anos,21
5403,city_67,855,Masculino,Não possui experiência relevante,Não matriculado,Ensino Médio,,6,,Empresa Privada Ltda,Nunca,138
